Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;172;1,038715;1;1;Odd;Left;Right;1,005099
2;172;0,7234293;1;4;Even;Right;Left;0,2805936
3;172;0,8143936;1;3;Odd;Left;Left;0,2572156
4;172;0,9039626;1;9;Odd;Left;Left;0,2562168
5;172;0,8258677;1;2;Even;Right;Right;0,2680976
6;172;0,99288;1;7;Odd;Left;Left;0,9816466
7;172;2,804442;1;6;Even;Right;Right;2,79333
8;172;0,7369036;1;8;Even;Right;Left;0,2568148
Trial No;Subject ID;Reaction Time;Block No;Stimulus Number;Parity;Correct Response;Actual Response;Response Time
1;172;1,095588;2;2;Even;Left;Right;0,9153835
2;172;1,451613;2;9;Odd;Right;Right;1,440539
3;172;1,037821;2;3;Odd;Right;Right;1,027539
4;172;0,7926814;2;1;Odd;Right;Right;0,7813435
5;172;0,9611382;2;4;Even;Left;Left;0,2681054
6;172;1,61902;2;7;Odd;Right;Right;1,608288
7;172;0,8713737;2;6;Even;Left;Left;0,7148666
8;172;0,9839982;2;8;Even;Left;Right;0,302126

